obcina,leto,Employment rate,Employment rate for men,Employment rate for women
črna na koroškem,2016,52.6,54.8,50.1
črna na koroškem,2017,53.5,55.7,51.1
črna na koroškem,2018,54.4,56.3,52.4
črna na koroškem,2019,55.5,56.5,54.4
črna na koroškem,2020,57,57.3,56.5
črna na koroškem,2021,58.5,58.7,58.4
črna na koroškem,2022,59.7,59.7,59.7
črna na koroškem,2023,60,59.9,60.1
črnomelj,2002,59.4,64.1,54.1
črnomelj,2003,58,63.2,52.3
črnomelj,2004,58.7,64.1,52.8
črnomelj,2005,59.7,66.3,52.4
črnomelj,2006,59.6,66.8,51.7
črnomelj,2007,62,69.5,53.8
črnomelj,2008,63.6,71.3,55.2
črnomelj,2009,60.8,68.3,52.6
črnomelj,2010,59.4,65.9,52.1
črnomelj,2011,58.2,64.8,50.9
črnomelj,2012,55.8,62.4,48.5
črnomelj,2013,55.3,61.8,48
črnomelj,2014,55.7,63.4,47.1
črnomelj,2015,55.9,62.6,48.3
črnomelj,2016,57.9,64.1,50.9
črnomelj,2017,62.5,69.1,55.2
črnomelj,2018,66.3,72.8,59.1
črnomelj,2019,66.8,73.1,59.7
črnomelj,2020,65.5,70.5,59.9
črnomelj,2021,67.8,72.8,62.3
črnomelj,2022,69.6,74,64.7
črnomelj,2023,70.3,74.4,65.6
šalovci,2002,54.1,60.3,46.2
šalovci,2003,51,56.1,45.4
šalovci,2004,52.9,58.5,46.7
šalovci,2005,51.3,57.5,44.5
šalovci,2006,53.3,59.7,46.2
šalovci,2007,56.6,63.2,49.2
šalovci,2008,57.6,64.8,49.3
šalovci,2009,55.5,64.4,45.3
šalovci,2010,51.3,61.1,40
šalovci,2011,54,62.2,44.5
šalovci,2012,46.1,52.6,38.9
šalovci,2013,47.6,53.1,41.4
šalovci,2014,48.5,56.2,39.8
šalovci,2015,47.7,55.7,38.9
šalovci,2016,46,52.8,38.4
šalovci,2017,49.5,56.5,41.8
šalovci,2018,52,57.8,45.4
šalovci,2019,54.4,59.9,47.9
šalovci,2020,56.8,60.6,52.2
šalovci,2021,58.8,61.4,55.8
šalovci,2022,60.6,63.5,57.2
šalovci,2023,63,64.9,60.7
šempeter - vrtojba,2002,56.3,58.4,53.4
šempeter - vrtojba,2003,56.3,58.7,53.8
šempeter - vrtojba,2004,56.2,58.1,54.2
šempeter - vrtojba,2005,59.2,61.3,57
šempeter - vrtojba,2006,60.3,62.9,57.5
šempeter - vrtojba,2007,61.5,64.9,57.8
šempeter - vrtojba,2008,63.5,67.3,59.3
šempeter - vrtojba,2009,61.4,64.1,58.6
šempeter - vrtojba,2010,58.8,61,56.5
šempeter - vrtojba,2011,57,58.6,55.2
šempeter - vrtojba,2012,55.5,57.2,53.6
šempeter - vrtojba,2013,54.8,56.9,52.5
šempeter - vrtojba,2014,56.4,59.2,53.5
šempeter - vrtojba,2015,58.5,62.4,54.4
šempeter - vrtojba,2016,60.6,64.2,56.9
šempeter - vrtojba,2017,64.4,68.5,59.9
šempeter - vrtojba,2018,66.9,71.5,62
šempeter - vrtojba,2019,67.7,73,62
šempeter - vrtojba,2020,68.4,73.6,62.8
šempeter - vrtojba,2021,69.8,74.7,64.4
šempeter - vrtojba,2022,73.7,78.9,67.9
šempeter - vrtojba,2023,74.8,79.6,69.4
šentilj,2002,52.7,58.3,47.1
šentilj,2003,52.6,57.5,47.3
šentilj,2004,52.8,57.9,47.5
šentilj,2005,55.6,60.8,49.9
šentilj,2006,55.3,60.8,49.5
šentilj,2007,56.8,62.8,50.5
šentilj,2008,58.6,63.6,53.3
šentilj,2009,57.5,62.4,52.3
šentilj,2010,55.6,60.9,49.9
šentilj,2011,54.4,58.8,49.8
šentilj,2012,52.2,55.6,48.4
šentilj,2013,51.2,54.1,48
šentilj,2014,51.3,55.3,47.1
šentilj,2015,51.8,55.6,47.7
šentilj,2016,51.3,54,48.5
šentilj,2017,50.7,52.9,48.2
šentilj,2018,50.5,51,49.9
šentilj,2019,51.9,52.7,50.9
šentilj,2020,51.1,51.4,50.8
šentilj,2021,51.1,51.4,50.7
šentilj,2022,51.6,52.2,51
šentilj,2023,51.4,52.2,50.5
šentjernej,2002,58.4,62.7,52.8
šentjernej,2003,57.6,61.4,53.6
šentjernej,2004,59.3,63.7,54.6
šentjernej,2005,61.2,66.3,55.8
šentjernej,2006,60.5,65.9,54.8
šentjernej,2007,62.5,68.4,56.1
šentjernej,2008,63.4,68.8,57.5
šentjernej,2009,62.3,67.7,56.4
šentjernej,2010,61.3,66.4,55.7
šentjernej,2011,61.6,67.2,55.4
šentjernej,2012,62.3,67.7,56.3
šentjernej,2013,62.7,67.8,57.1
šentjernej,2014,63.6,69.6,56.8
šentjernej,2015,64.3,69.8,58.2
šentjernej,2016,64.3,68.5,59.8
šentjernej,2017,66.6,71.5,61.3
šentjernej,2018,69.5,74.8,63.9
šentjernej,2019,70,75.1,64.5
šentjernej,2020,69.5,73.2,65.5
šentjernej,2021,70.6,74.4,66.5
šentjernej,2022,71.8,76.4,66.8
šentjernej,2023,72.4,76.5,67.9
šentjur,2002,55.3,63.7,46.3
šentjur,2003,54.5,62.7,45.9
šentjur,2004,55.1,63.5,46.4
šentjur,2005,57.2,65.4,48.6
šentjur,2006,58,66.1,49.6
šentjur,2007,59.7,68,51.1
šentjur,2008,61.3,69.2,52.9
šentjur,2009,61,68.5,53.1
šentjur,2010,59.8,67.5,51.7
šentjur,2011,60.1,67,53
šentjur,2012,58.7,64.7,52.5
šentjur,2013,58.1,64.1,52
šentjur,2014,59.3,66,52.3
šentjur,2015,59.6,65.6,53.4
šentjur,2016,60.5,65.6,55.2
šentjur,2017,63,68,57.6
šentjur,2018,66,70.6,61
šentjur,2019,67.4,72,62.4
šentjur,2020,67.8,72.2,63
šentjur,2021,68.7,72.7,64.3
šentjur,2022,70.2,74.8,65.2
šentjur,2023,71,75.6,66
šentrupert,2002,-,-,-
šentrupert,2003,-,-,-
šentrupert,2004,-,-,-
šentrupert,2005,-,-,-
šentrupert,2006,-,-,-
šentrupert,2007,67.1,72.9,60.9
šentrupert,2008,62.2,62.2,62.2
šentrupert,2009,53,49.2,59.4
šentrupert,2010,50.2,48.5,53
šentrupert,2011,49.3,48.2,51.2
šentrupert,2012,44.9,42.9,48.1
šentrupert,2013,45.4,42.2,50.9
šentrupert,2014,45.8,42.5,51.6
šentrupert,2015,46.5,42.2,54.1
šentrupert,2016,48,43.4,55.9
šentrupert,2017,51.1,46.3,59.2
šentrupert,2018,53.7,49.2,61.4
šentrupert,2019,54.4,49.1,63.7
šentrupert,2020,56.5,50.4,67
šentrupert,2021,58.1,53.1,66.4
šentrupert,2022,59.7,54.3,68.9
šentrupert,2023,59.8,54,69.6
šenčur,2002,55.4,59,51.6
šenčur,2003,57.2,61.3,53.2
šenčur,2004,58.6,63.1,54.2
šenčur,2005,60.7,65.8,55.5
šenčur,2006,61,66.7,55.3
šenčur,2007,62.2,67.8,56.7
šenčur,2008,63,68.5,57.4
šenčur,2009,63.8,69.8,57.6
šenčur,2010,63.1,69.1,56.9
šenčur,2011,61.4,66.1,56.5
šenčur,2012,61.1,65.6,56.4
šenčur,2013,60.5,64.5,56.3
šenčur,2014,62.1,66.5,57.4
šenčur,2015,62.9,67,58.7
šenčur,2016,64.2,68.1,60.2
šenčur,2017,66.1,70,61.9
šenčur,2018,68.4,72.4,64.3
šenčur,2019,69.9,74.2,65.3
šenčur,2020,69.3,73.1,65.2
šenčur,2021,70.7,74.9,66.3
šenčur,2022,72.3,77.5,66.9
šenčur,2023,73,77.8,67.9
škocjan,2002,58.3,64.9,49.2
škocjan,2003,56.6,62.4,50
škocjan,2004,57.5,64.1,50.1
škocjan,2005,60.2,67,52.4
škocjan,2006,61.2,68.3,53.2
škocjan,2007,63.5,70,56.2
škocjan,2008,64.2,70.2,57.4
škocjan,2009,63.6,70.3,55.9
škocjan,2010,61.9,70,52.5
škocjan,2011,62.9,69,56
škocjan,2012,60.9,66.8,54.4
škocjan,2013,60.9,67.3,54
škocjan,2014,61.6,68.3,54.3
škocjan,2015,61.9,68,55.3
škocjan,2016,62.5,68.5,56
škocjan,2017,66,72.5,59
škocjan,2018,68.2,74.6,61.5
škocjan,2019,70,76,63.5
škocjan,2020,68.4,73,63.3
škocjan,2021,67.8,72.5,62.5
škocjan,2022,68.6,73.1,63.5
škocjan,2023,69.2,73.4,64.4
škofja loka,2002,58.8,63.3,53.6
škofja loka,2003,58.2,63.6,52.8
škofja loka,2004,58.3,63.8,52.7
škofja loka,2005,60.9,67.2,54.6
škofja loka,2006,61.6,67.8,55.4
škofja loka,2007,62.9,68.8,57
škofja loka,2008,63.5,68.9,57.9
škofja loka,2009,61.8,67,56.5
škofja loka,2010,60.7,65.4,55.8
škofja loka,2011,60.5,64.7,56.1
škofja loka,2012,60.7,65.5,55.8
škofja loka,2013,60.5,65.1,55.9
škofja loka,2014,61.2,65.5,56.8
škofja loka,2015,62.2,65.9,58.3
škofja loka,2016,63.7,67.1,60.1
škofja loka,2017,66.1,69.7,62.5
škofja loka,2018,68.6,72.6,64.4
škofja loka,2019,69.9,74,65.5
škofja loka,2020,69.7,73.4,65.7
škofja loka,2021,70.8,74.7,66.7
škofja loka,2022,72.4,76.4,68.1
škofja loka,2023,72.3,76.1,68.3
škofljica,2002,60.7,64,57.1
škofljica,2003,59.5,63.1,55.9
škofljica,2004,59.6,63.7,55.6
škofljica,2005,62,66.4,57.7
škofljica,2006,62.8,67.3,58.5
škofljica,2007,64.4,69,59.7
škofljica,2008,64.2,68.9,59.6
škofljica,2009,63.2,68.1,58.3
škofljica,2010,62.9,67.8,58
škofljica,2011,61.4,65.6,57.2
škofljica,2012,61.5,65.7,57.4
škofljica,2013,60.2,63.7,56.8
škofljica,2014,60.9,64.3,57.6
škofljica,2015,62.5,66,59
škofljica,2016,63.8,66.8,60.8
škofljica,2017,66.4,70.1,62.8
škofljica,2018,68.1,71.2,65
škofljica,2019,70.2,73.9,66.5
škofljica,2020,69.8,72.4,67
škofljica,2021,69.3,71.8,66.5
škofljica,2022,70.8,73.4,67.9
škofljica,2023,71.7,74.8,68.5
šmarje pri jelšah,2002,54.6,62.8,45.5
šmarje pri jelšah,2003,53.2,60.7,45.2
šmarje pri jelšah,2004,54.2,62.4,45.7
šmarje pri jelšah,2005,55.2,63,47
šmarje pri jelšah,2006,56.4,64.5,47.8
šmarje pri jelšah,2007,58.3,66.4,49.7
šmarje pri jelšah,2008,59.7,67.4,51.5
šmarje pri jelšah,2009,59.2,66.7,51.1
šmarje pri jelšah,2010,57.5,64.8,49.6
šmarje pri jelšah,2011,58.5,65,51.5
šmarje pri jelšah,2012,59.4,66.6,51.8
šmarje pri jelšah,2013,59.9,66.8,52.7
šmarje pri jelšah,2014,60.3,68.2,52
šmarje pri jelšah,2015,61.1,68.4,53.3
šmarje pri jelšah,2016,60.7,65.9,55.1
šmarje pri jelšah,2017,63.1,69,56.8
šmarje pri jelšah,2018,66.3,71.4,60.8
šmarje pri jelšah,2019,67.7,72.6,62.4
šmarje pri jelšah,2020,66.8,70.9,62.4
šmarje pri jelšah,2021,67.6,71.4,63.6
šmarje pri jelšah,2022,69.8,74.1,65
šmarje pri jelšah,2023,70.7,75.1,66
šmarješke toplice,2002,-,-,-
šmarješke toplice,2003,-,-,-
šmarješke toplice,2004,-,-,-
šmarješke toplice,2005,-,-,-
šmarješke toplice,2006,-,-,-
šmarješke toplice,2007,66.4,72.2,60
šmarješke toplice,2008,67.3,72.4,61.5
šmarješke toplice,2009,67.7,72.9,61.8
šmarješke toplice,2010,66.9,72.6,60.6
šmarješke toplice,2011,65,69.9,59.9
šmarješke toplice,2012,64.9,70.1,59.4
šmarješke toplice,2013,64.6,68.4,60.5
šmarješke toplice,2014,65,69.6,60
šmarješke toplice,2015,66.6,72.1,60.8
šmarješke toplice,2016,68.8,73.7,63.7
šmarješke toplice,2017,70.4,75.1,65.5
šmarješke toplice,2018,72,76.9,66.8
šmarješke toplice,2019,73.8,78.8,68.4
šmarješke toplice,2020,72.2,75.7,68.4
šmarješke toplice,2021,72.6,76.3,68.6
šmarješke toplice,2022,72.3,76.1,68.2
šmarješke toplice,2023,72.8,76.9,68.5
šmartno ob paki,2002,56.7,60,52.3
šmartno ob paki,2003,56.3,60.4,51.9
šmartno ob paki,2004,56.5,61.1,51.7
šmartno ob paki,2005,60.3,64.9,55.3
šmartno ob paki,2006,60.7,65.7,55.3
šmartno ob paki,2007,61.5,67.6,55.1
šmartno ob paki,2008,62.9,69.4,56
šmartno ob paki,2009,63,69.9,55.5
šmartno ob paki,2010,61.5,67.9,54.5
šmartno ob paki,2011,60.4,65.3,55
šmartno ob paki,2012,61.3,66.3,55.7
šmartno ob paki,2013,60.4,64.5,56
šmartno ob paki,2014,60.3,65.7,54.6
šmartno ob paki,2015,60.9,66.8,54.7
šmartno ob paki,2016,62.3,67.7,56.7
šmartno ob paki,2017,64.8,69.7,59.7
šmartno ob paki,2018,66.7,70.7,62.6
šmartno ob paki,2019,66.9,70.4,63.3
šmartno ob paki,2020,66,68.1,63.7
šmartno ob paki,2021,67.3,69.5,64.9
šmartno ob paki,2022,68.2,69.7,66.6
šmartno ob paki,2023,67.9,68.3,67.5
šmartno pri litiji,2002,-,-,-
šmartno pri litiji,2003,56.6,62,50.3
šmartno pri litiji,2004,56,62.1,49.3
šmartno pri litiji,2005,62.6,70.8,53.6
šmartno pri litiji,2006,63.1,70.8,54.6
šmartno pri litiji,2007,61.2,67.9,53.8
šmartno pri litiji,2008,62.2,68.5,55.2
šmartno pri litiji,2009,59.7,66.9,51.7
šmartno pri litiji,2010,58.3,65,50.8
šmartno pri litiji,2011,58.8,64.5,52.5
šmartno pri litiji,2012,57.9,62.7,52.6
šmartno pri litiji,2013,57.5,62.2,52.1
šmartno pri litiji,2014,58.1,63.4,52.3
šmartno pri litiji,2015,59.4,63.9,54.4
šmartno pri litiji,2016,60.4,63.4,57
šmartno pri litiji,2017,63.2,66.3,59.7
šmartno pri litiji,2018,65.8,68.9,62.3
šmartno pri litiji,2019,67.2,70.5,63.5
šmartno pri litiji,2020,68.6,71.9,64.8
šmartno pri litiji,2021,69.8,73.3,66
šmartno pri litiji,2022,71.5,74.9,67.7
šmartno pri litiji,2023,72.7,76.2,68.9
šoštanj,2002,54.6,59.1,49
šoštanj,2003,54.6,59.1,49.3
šoštanj,2004,55.6,60.1,50.7
šoštanj,2005,59.6,65.7,53.1
šoštanj,2006,60.4,66.4,53.7
šoštanj,2007,61.9,67.4,55.8
šoštanj,2008,64.5,70.3,57.8
šoštanj,2009,64.3,70.8,56.8
šoštanj,2010,60.8,65.9,54.9
šoštanj,2011,60.4,66.3,53.5
šoštanj,2012,59.4,64.3,53.6
šoštanj,2013,59.5,64.4,53.6
šoštanj,2014,59.4,63.8,54.3
šoštanj,2015,58.3,62,54
šoštanj,2016,59.4,62.7,55.7
šoštanj,2017,61.3,64.6,57.6
šoštanj,2018,63.6,66.8,60
šoštanj,2019,65.9,69.2,62.2
šoštanj,2020,66.3,69.6,62.6
šoštanj,2021,68.3,71.9,64.3
šoštanj,2022,70.5,74.4,66.1
šoštanj,2023,70.6,74.5,66.1
štore,2002,51.7,59,43.3
štore,2003,52.4,59.6,44.5
štore,2004,52.9,60.3,44.9
štore,2005,56.4,65.3,46.7
štore,2006,58.4,67.5,48.3
štore,2007,60.7,69.4,50.6
štore,2008,64.9,74.5,53.6
štore,2009,63.9,72.4,53.9
štore,2010,60.7,66.2,54.3
štore,2011,60.5,66.1,54
štore,2012,58.3,62.9,53
štore,2013,57,60.8,52.6
štore,2014,57.7,61.7,53.4
štore,2015,57.5,61.6,52.9
štore,2016,58,62.1,53.6
štore,2017,60.3,65.2,54.9
štore,2018,64.9,70,59
štore,2019,66.9,72.1,60.1
štore,2020,65.7,70.1,60.2
štore,2021,66.5,70.4,61.5
štore,2022,69.8,74.8,63.6
štore,2023,70.7,76.5,63.7
žalec,2002,53.8,58.4,48.9
žalec,2003,53.8,59.1,49.3
žalec,2004,54.4,59.3,49.4
žalec,2005,56.4,61.1,51.6
žalec,2006,57.3,62.4,52.1
žalec,2007,59.3,64.6,53.8
žalec,2008,61.2,66.7,55.3
žalec,2009,60.2,65.6,54.4
žalec,2010,58.7,64.1,52.9
žalec,2011,57.5,62.2,52.5
žalec,2012,57,61.5,52.2
žalec,2013,55.8,59.6,51.7
žalec,2014,56.1,60,52
žalec,2015,57.5,61.5,53.2
žalec,2016,59.1,63.1,54.7
žalec,2017,61.9,66.8,56.7
žalec,2018,63.8,68.2,59.1
žalec,2019,65.2,69.6,60.4
žalec,2020,65.5,69.7,60.9
žalec,2021,66.8,71.3,61.9
žalec,2022,68.5,73.4,63
žalec,2023,69.7,74.9,63.8
železniki,2002,60.4,65.5,53.4
železniki,2003,59.6,64.9,52.4
železniki,2004,60.4,66.8,53.4
železniki,2005,63.4,69.7,56.5
železniki,2006,64.1,70.3,57.3
železniki,2007,65,71.5,57.8
železniki,2008,66.7,73.8,58.9
železniki,2009,65,70.7,58.6
železniki,2010,64.3,69.8,58.1
železniki,2011,64.6,70.6,57.8
železniki,2012,64.3,70.1,57.9
železniki,2013,64.9,70,59.2
železniki,2014,65,70.4,59
železniki,2015,66.7,71.8,60.9
železniki,2016,68.1,71.7,64
železniki,2017,70.5,75.2,65.2
železniki,2018,72.1,76.5,67.2
železniki,2019,71.7,75.8,67.1
železniki,2020,72.1,76.3,67.4
železniki,2021,72.6,76.4,68.3
železniki,2022,73.8,77.2,69.8
železniki,2023,74.1,77.3,70.3
žetale,2002,52.7,61.6,38.8
žetale,2003,50.9,60.1,41
žetale,2004,50,58.9,38.8
žetale,2005,50.1,59.1,38.6
žetale,2006,52.2,61.5,40.3
žetale,2007,54.1,62.2,44
žetale,2008,58,66.2,47.8
žetale,2009,58.4,67.4,47.1
žetale,2010,55.7,64.3,45
žetale,2011,59.2,70.1,45.8
žetale,2012,60.7,72,47.1
žetale,2013,64,74.8,51.2
žetale,2014,64.8,76.8,50.7
žetale,2015,63.9,74.7,51.4
žetale,2016,61.8,70.6,51.5
žetale,2017,62.9,71.2,53.2
žetale,2018,65.9,73.5,56.9
žetale,2019,65.6,72.2,57.6
žetale,2020,63.5,68.2,57.8
žetale,2021,64.3,68.6,59.1
žetale,2022,67,71.6,61.6
žetale,2023,69.3,74,63.8
žiri,2002,60.5,64,55.3
žiri,2003,60.4,64.5,54.9
žiri,2004,61.1,66.1,55.8
žiri,2005,64.2,69.7,58.4
žiri,2006,64.1,69.4,58.4
žiri,2007,64.3,69.3,58.9
žiri,2008,64.8,70.3,58.9
žiri,2009,63.4,68.5,58.1
žiri,2010,62.8,68,57.2
žiri,2011,63,68.2,57.5
žiri,2012,64.2,70.7,57.4
žiri,2013,65.1,71.2,58.7
žiri,2014,66.6,73,59.9
žiri,2015,67.7,73,62
žiri,2016,69,73.3,64.5
žiri,2017,70.7,75.4,65.6
žiri,2018,73.1,77.5,68.4
žiri,2019,74.3,78,70.2
žiri,2020,72.7,75.7,69.4
žiri,2021,73.1,75.8,70
žiri,2022,74.3,77.7,70.6
žiri,2023,74.5,78.1,70.6
žirovnica,2002,54.2,57.9,51
žirovnica,2003,54.6,59.2,50.7
žirovnica,2004,54.9,58.6,51
žirovnica,2005,57.9,62.1,53.5
žirovnica,2006,58.8,62.7,54.8
žirovnica,2007,60.2,63.6,56.8
žirovnica,2008,62,65.6,58.2
žirovnica,2009,61.3,64.8,57.5
žirovnica,2010,60.1,62.9,57.1
žirovnica,2011,59.6,62.2,56.9
žirovnica,2012,60.8,63.5,58
žirovnica,2013,60.8,62.7,58.9
žirovnica,2014,61.4,64.3,58.5
žirovnica,2015,62,65.4,58.5
žirovnica,2016,63.9,66.7,61
žirovnica,2017,65.9,68.3,63.5
žirovnica,2018,69.2,72,66.3
žirovnica,2019,70.4,72.5,68.2
žirovnica,2020,70.4,72.5,68.2
žirovnica,2021,71.7,73.5,69.9
žirovnica,2022,73.5,74.9,72.1
žirovnica,2023,73.4,75.5,71.3
žužemberk,2002,60.9,66.9,51.3
žužemberk,2003,59.7,66.3,52.4
žužemberk,2004,60.4,66.9,53.2
žužemberk,2005,63.1,69.4,56.2
žužemberk,2006,63.9,70.6,56.4
žužemberk,2007,65.6,71.8,58.5
žužemberk,2008,65.9,72,59.1
žužemberk,2009,65.3,71.4,58.2
žužemberk,2010,63.6,69.1,57.2
žužemberk,2011,63.1,68,57.4
žužemberk,2012,62,67.2,56.2
žužemberk,2013,62.4,67,57.3
žužemberk,2014,64,70.2,57
žužemberk,2015,65.7,71.8,58.9
žužemberk,2016,66.6,71.4,61.3
žužemberk,2017,69.1,74.6,63.1
žužemberk,2018,71,76.5,64.9
žužemberk,2019,72.3,77.7,66.3
žužemberk,2020,70.6,74.9,65.9
žužemberk,2021,71.5,76.4,66
žužemberk,2022,72.4,77.4,67.1
žužemberk,2023,73.2,78.6,67.3
