obcina,leto,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women
koper/capodistria,2022,106.6,114.7,97,62.9,65.5,59.8,37.1,34.5,40.2
koper/capodistria,2023,105.8,114.9,95.3,62.5,65.5,59,37.5,34.5,41
koper/capodistria,2024,106.1,115.5,95.1,62.5,65.7,58.8,37.5,34.3,41.2
kostanjevica na krki,2000,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2001,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2002,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2003,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2004,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2005,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2006,-,-,-,-,-,-,-,-,-
kostanjevica na krki,2007,88.2,53,130.6,31.1,26.6,36.6,68.9,73.4,63.4
kostanjevica na krki,2008,90.3,54.7,133.3,31,27,35.8,69,73,64.2
kostanjevica na krki,2009,79,45.4,118.6,27.3,23.3,32,72.7,76.7,68
kostanjevica na krki,2010,79,42.9,121.6,25.8,20.9,31.6,74.2,79.1,68.4
kostanjevica na krki,2011,79.2,43.8,120.6,25.8,21,31.4,74.2,79,68.6
kostanjevica na krki,2012,79.3,43.8,121.6,25.8,22.1,30.2,74.2,77.9,69.8
kostanjevica na krki,2013,91.2,51.4,136.9,27.1,22.1,32.9,72.9,77.9,67.1
kostanjevica na krki,2014,89.2,50.3,136.3,26.7,22.4,31.8,73.3,77.6,68.2
kostanjevica na krki,2015,89,53.1,131,26.6,22.2,31.9,73.4,77.8,68.1
kostanjevica na krki,2016,80,46.6,118.7,24.6,20.4,29.4,75.4,79.6,70.6
kostanjevica na krki,2017,76.6,44.5,113.9,24.7,21.1,28.8,75.3,78.9,71.2
kostanjevica na krki,2018,71.4,43.2,104.8,23.3,20.6,26.4,76.7,79.4,73.6
kostanjevica na krki,2019,74.2,45.1,107.8,23.4,20.5,26.6,76.6,79.5,73.4
kostanjevica na krki,2020,72.7,44.4,106,21.9,19.2,25.2,78.1,80.8,74.8
kostanjevica na krki,2021,77.8,52.2,107.7,22.4,20.2,24.9,77.6,79.8,75.1
kostanjevica na krki,2022,71.8,51.4,96.2,21.6,20.2,23.2,78.4,79.8,76.8
kostanjevica na krki,2023,69.7,48.2,94.8,20.8,19.6,22.1,79.2,80.4,77.9
kostanjevica na krki,2024,69.8,49.7,93.3,19.9,19.4,20.4,80.1,80.6,79.6
kostel,2000,53.3,57.1,46.9,33.2,33.8,32.1,66.8,66.2,67.9
kostel,2001,51.4,54.5,46.6,32.4,31.3,34.1,67.6,68.7,65.9
kostel,2002,46.7,48.3,43.6,28.4,28.6,28.2,71.6,71.4,71.8
kostel,2003,35.4,32.9,39.8,24.5,24,25.3,75.5,76,74.7
kostel,2004,44,43,45.9,27.8,28.2,27.1,72.2,71.8,72.9
kostel,2005,45.3,41.2,53.2,27.1,25.7,29.9,72.9,74.3,70.1
kostel,2006,53,50.4,57.7,27.9,24.8,33.3,72.1,75.2,66.7
kostel,2007,53.4,49.4,61,26.7,24.7,30.5,73.3,75.3,69.5
kostel,2008,53.1,49.3,60.5,26.3,24.3,30.3,73.7,75.7,69.7
kostel,2009,60.2,53.1,74,27.8,27.3,28.8,72.2,72.7,71.2
kostel,2010,65.7,62.3,71.1,31.5,31.5,31.3,68.5,68.5,68.7
kostel,2011,69.4,66.9,73.2,33.5,33.1,34.1,66.5,66.9,65.9
kostel,2012,65.4,64.1,67.5,30.3,30.5,30,69.7,69.5,70
kostel,2013,61.9,59.4,65.9,28.4,27.8,29.3,71.6,72.2,70.7
kostel,2014,65.3,67.2,62.3,29.6,30.3,28.6,70.4,69.7,71.4
kostel,2015,54,52.8,55.8,24.3,26.4,20.8,75.7,73.6,79.2
kostel,2016,64.8,63.8,66.3,25.9,27.7,23.3,74.1,72.3,76.7
kostel,2017,63.9,66.4,60,26.9,27.7,25.6,73.1,72.3,74.4
kostel,2018,63.7,66.7,59.6,25.1,28.7,20.2,74.9,71.3,79.8
kostel,2019,59.4,60,58.6,21.2,23.8,17.2,78.8,76.2,82.8
kostel,2020,57.3,60.3,53.1,18.1,20.6,14.6,81.9,79.4,85.4
kostel,2021,54.6,60.4,47.1,17.6,21.6,12.5,82.4,78.4,87.5
kostel,2022,58.9,69.7,45.4,21.9,25.4,17.5,78.1,74.6,82.5
kostel,2023,67.7,83.1,47.3,24,29.8,16.1,76,70.2,83.9
kostel,2024,61.9,69,51.2,23.3,27,17.9,76.7,73,82.1
kozje,2000,64.9,43.3,93.5,41,29.5,56.2,59,70.5,43.8
kozje,2001,62.5,42.6,90.3,38,28.1,51.8,62,71.9,48.2
kozje,2002,62.7,44.9,86.9,37.5,28.4,49.9,62.5,71.6,50.1
kozje,2003,58.9,44.4,80.8,34.6,27,45.9,65.4,73,54.1
kozje,2004,58.5,44.6,78.7,34.8,27.9,44.9,65.2,72.1,55.1
kozje,2005,45.3,35.9,60.3,24.3,20.7,30.2,75.7,79.3,69.8
kozje,2006,52.6,40.7,72.3,24.8,20,32.7,75.2,80,67.3
kozje,2007,51.4,42,66.5,23.2,19.3,29.3,76.8,80.7,70.7
kozje,2008,47.9,41.3,57.9,21.9,19.7,25.2,78.1,80.3,74.8
kozje,2009,44.6,37.8,54.6,24.1,21.4,28,75.9,78.6,72
kozje,2010,44.6,40.1,51.1,23.8,24.1,23.4,76.2,75.9,76.6
kozje,2011,46.3,41.4,53.2,24.3,24.3,24.3,75.7,75.7,75.7
kozje,2012,48.7,47.1,50.8,23.8,24.3,23.3,76.2,75.7,76.7
kozje,2013,50.2,49.2,51.6,24.4,24.3,24.6,75.6,75.7,75.4
kozje,2014,50.7,49.5,52.3,24.6,25.5,23.3,75.4,74.5,76.7
kozje,2015,49.6,51.4,47.2,24.2,26.3,21.5,75.8,73.7,78.5
kozje,2016,49.6,50.8,48,24.1,25.7,22,75.9,74.3,78
kozje,2017,46.5,49.3,42.9,23.7,26.2,20.6,76.3,73.8,79.4
kozje,2018,40.3,37.9,43.4,23.9,26.3,20.8,76.1,73.7,79.2
kozje,2019,41.5,39.4,44,22.7,24.4,20.6,77.3,75.6,79.4
kozje,2020,40.9,39.1,43.2,22.1,23.3,20.7,77.9,76.7,79.3
kozje,2021,42.5,39.8,45.6,22.5,22.7,22.2,77.5,77.3,77.8
kozje,2022,42.6,41.4,44,22.2,22.7,21.7,77.8,77.3,78.3
kozje,2023,44.1,42.4,46,21.7,22.6,20.7,78.3,77.4,79.3
kozje,2024,44.1,42.4,46,21.4,22.7,19.9,78.6,77.3,80.1
kočevje,2000,90.9,91,90.8,78.1,76.2,80.4,21.9,23.8,19.6
kočevje,2001,90.1,89.2,91.1,76.9,74.8,79.6,23.1,25.2,20.4
kočevje,2002,87.3,86.6,88.2,73.7,71.4,76.7,26.3,28.6,23.3
kočevje,2003,86,85.5,86.5,72.1,69.8,75.1,27.9,30.2,24.9
kočevje,2004,84,83.3,85,70.2,67.6,73.6,29.8,32.4,26.4
kočevje,2005,81.6,82.3,80.6,67.4,66,69.2,32.6,34,30.8
kočevje,2006,79.1,79,79.3,66,64.8,67.7,34,35.2,32.3
kočevje,2007,76.8,77.1,76.3,63.5,62.4,65.1,36.5,37.6,34.9
kočevje,2008,75.6,77.8,72.6,62.8,63,62.5,37.2,37,37.5
kočevje,2009,73.4,74.7,71.7,59.7,59,60.7,40.3,41,39.3
kočevje,2010,72.3,73,71.3,59.1,58.1,60.4,40.9,41.9,39.6
kočevje,2011,72.4,74.1,70.2,58.3,58.4,58.2,41.7,41.6,41.8
kočevje,2012,70.8,72.2,68.8,56.5,56.6,56.3,43.5,43.4,43.7
kočevje,2013,71.8,73.5,69.3,56.6,57.2,55.9,43.4,42.8,44.1
kočevje,2014,70.8,72,69.1,56,55.8,56.3,44,44.2,43.7
kočevje,2015,72.7,73.6,71.4,55.8,55.1,56.8,44.2,44.9,43.2
kočevje,2016,73.7,75.1,71.7,54.7,54,55.6,45.3,46,44.4
kočevje,2017,74.5,76.7,71.6,54.3,53.2,55.7,45.7,46.8,44.3
kočevje,2018,76.3,78.2,73.8,55.3,54.2,56.7,44.7,45.8,43.3
kočevje,2019,77,78.3,75.5,55.8,54.4,57.5,44.2,45.6,42.5
kočevje,2020,78.1,79.7,76.1,55,53.4,57.1,45,46.6,42.9
kočevje,2021,77.5,79.2,75.3,54.3,52.5,56.5,45.7,47.5,43.5
kočevje,2022,78.7,79.8,77.4,54.8,52.2,58.1,45.2,47.8,41.9
kočevje,2023,77.7,79.7,75.2,54.2,52,56.8,45.8,48,43.2
kočevje,2024,76.6,78.5,74.4,53.3,50.6,56.6,46.7,49.4,43.4
kranj,2000,123.8,130.6,116.3,66,65.8,66.3,34,34.2,33.7
kranj,2001,123.2,129.2,116.5,64.5,64,65,35.5,36,35
kranj,2002,120,125.2,114,63.5,63.5,63.5,36.5,36.5,36.5
kranj,2003,119.7,125.5,112.9,62.8,63.2,62.3,37.2,36.8,37.7
kranj,2004,121.5,126,116.3,62.1,62.2,62,37.9,37.8,38
kranj,2005,118.4,122.9,113.1,59.7,60.1,59.2,40.3,39.9,40.8
kranj,2006,112.2,114.3,109.6,57.8,58,57.5,42.2,42,42.5
kranj,2007,109.2,111.4,106.6,55.9,56.4,55.2,44.1,43.6,44.8
kranj,2008,106.2,107.9,104.1,54.5,55.6,53.2,45.5,44.4,46.8
kranj,2009,106.2,108.6,103.1,53.2,54.2,51.8,46.8,45.8,48.2
kranj,2010,107.3,109.6,104.4,52.2,53.8,50.3,47.8,46.2,49.7
kranj,2011,104.1,106,101.8,51.2,52.8,49.3,48.8,47.2,50.7
kranj,2012,101.5,104,98.6,50.7,52.2,48.9,49.3,47.8,51.1
kranj,2013,101.3,102.8,99.5,50.4,51.7,48.9,49.6,48.3,51.1
kranj,2014,100.3,102.5,97.6,49.7,51.2,47.9,50.3,48.8,52.1
kranj,2015,100.6,103.8,96.8,49.7,51.4,47.7,50.3,48.6,52.3
kranj,2016,100.4,104.8,95.5,49.2,51.4,46.6,50.8,48.6,53.4
kranj,2017,100.4,105.4,94.5,49,51.6,46,51,48.4,54
kranj,2018,101.3,107.3,94.1,48.8,51.9,44.9,51.2,48.1,55.1
kranj,2019,101.1,107.9,92.8,48.4,51.4,44.6,51.6,48.6,55.4
kranj,2020,100.9,107.1,93.4,46.9,49.7,43.5,53.1,50.3,56.5
kranj,2021,103,110.4,93.9,46.8,49.9,43.1,53.2,50.1,56.9
kranj,2022,102.9,109.5,94.8,46.8,49.5,43.4,53.2,50.5,56.6
kranj,2023,99.6,104,94.3,45.9,47.9,43.4,54.1,52.1,56.6
kranj,2024,97.2,99.9,94,45.4,47,43.5,54.6,53,56.5
kranjska gora,2000,69.2,64.2,74.7,40.9,36.7,45.5,59.1,63.3,54.5
kranjska gora,2001,67.5,62.3,73.5,39.4,34.4,45.1,60.6,65.6,54.9
kranjska gora,2002,65.3,59.7,71.8,38.7,34.4,43.7,61.3,65.6,56.3
kranjska gora,2003,64.8,58.2,72.7,37.9,33.8,42.7,62.1,66.2,57.3
kranjska gora,2004,64.7,56.4,74.8,37.9,33.4,43.3,62.1,66.6,56.7
kranjska gora,2005,66.2,57.5,77,37.5,33.8,42,62.5,66.2,58
kranjska gora,2006,68.3,60,78.4,38,34.6,42.1,62,65.4,57.9
kranjska gora,2007,63.6,54.9,74.2,36.8,31.8,42.9,63.2,68.2,57.1
kranjska gora,2008,66.2,56.4,78.2,37,32.1,42.9,63,67.9,57.1
kranjska gora,2009,70.9,61.1,82.7,38.2,33.5,43.9,61.8,66.5,56.1
kranjska gora,2010,66.1,56.3,77.7,36.3,31.3,42.3,63.7,68.7,57.7
kranjska gora,2011,65.6,58.2,74.4,35.1,32,38.8,64.9,68,61.2
kranjska gora,2012,67.3,58.1,77.8,36.3,31.8,41.5,63.7,68.2,58.5
kranjska gora,2013,70.7,60.1,83.1,36.4,31.5,42.1,63.6,68.5,57.9
kranjska gora,2014,70.6,60.6,81.9,37.5,32.9,42.7,62.5,67.1,57.3
kranjska gora,2015,73.4,63.5,84.6,37.7,33.9,42.1,62.3,66.1,57.9
kranjska gora,2016,72.9,62.9,84.3,37.4,32.9,42.4,62.6,67.1,57.6
kranjska gora,2017,74,63.2,86,36.9,32.7,41.6,63.1,67.3,58.4
kranjska gora,2018,73.1,62.6,85.2,37.7,33.8,42.1,62.3,66.2,57.9
kranjska gora,2019,73.7,63,86,37.2,34.1,40.6,62.8,65.9,59.4
kranjska gora,2020,45.6,40.3,51.3,22.9,21.5,24.4,77.1,78.5,75.6
kranjska gora,2021,41.3,35.6,47.5,20.5,19,22.2,79.5,81,77.8
kranjska gora,2022,60.5,54.4,67.2,30,28.6,31.5,70,71.4,68.5
kranjska gora,2023,71.8,64.3,80.3,35.2,34.1,36.4,64.8,65.9,63.6
kranjska gora,2024,71,63.5,79.1,34.9,34,35.8,65.1,66,64.2
križevci,2000,67.1,62.6,72.7,30,29.3,31,70,70.7,69
križevci,2001,65.7,59.9,72.9,29.8,28.3,31.6,70.2,71.7,68.4
križevci,2002,65.6,60.2,72.2,29.8,28.2,31.8,70.2,71.8,68.2
križevci,2003,65.9,62.3,70.4,28.4,27,30.2,71.6,73,69.8
križevci,2004,63.5,61.3,66.1,26.1,26.1,26.2,73.9,73.9,73.8
križevci,2005,61.7,61.3,62.3,24.7,25.2,24,75.3,74.8,76
križevci,2006,62.5,62.6,62.3,24.7,25.3,24,75.3,74.7,76
križevci,2007,60,59.6,60.5,24.7,26.3,22.7,75.3,73.7,77.3
križevci,2008,58.5,58.3,58.9,25,26.1,23.7,75,73.9,76.3
križevci,2009,63.5,61.2,66.4,27,27.8,25.9,73,72.2,74.1
križevci,2010,65.2,63.4,67.4,27.5,27,28.2,72.5,73,71.8
križevci,2011,68.8,69.6,67.9,28,27.6,28.5,72,72.4,71.5
križevci,2012,66.7,62.6,71.7,26,25.2,26.9,74,74.8,73.1
križevci,2013,62.3,56.8,69.1,25.5,24.9,26.2,74.5,75.1,73.8
križevci,2014,68.1,61.4,77,26.7,25.7,28.2,73.3,74.3,71.8
križevci,2015,69.5,60.7,81.4,26.4,24.6,28.8,73.6,75.4,71.2
križevci,2016,69.2,61.1,79.9,25.6,24.5,27.1,74.4,75.5,72.9
križevci,2017,69.6,62.4,79.1,25.4,24.2,27.1,74.6,75.8,72.9
križevci,2018,62.1,51.5,75.9,20.8,17.5,25.2,79.2,82.5,74.8
križevci,2019,71.8,68.2,76.1,23.3,22.8,23.9,76.7,77.2,76.1
križevci,2020,73,68.9,78.2,21.8,21.1,22.7,78.2,78.9,77.3
križevci,2021,74,69.9,78.8,22.2,21.8,22.8,77.8,78.2,77.2
križevci,2022,72.7,72.7,72.6,21.1,21.9,20.2,78.9,78.1,79.8
križevci,2023,71.9,70.1,74,21,22,19.8,79,78,80.2
križevci,2024,72.5,69.7,75.8,20.2,20.8,19.5,79.8,79.2,80.5
krško,2000,101,105.8,95,74.7,75.2,74,25.3,24.8,26
krško,2001,99.3,104.3,93.1,73.3,74,72.4,26.7,26,27.6
krško,2002,96.9,100.8,91.8,71.4,71.5,71.4,28.6,28.5,28.6
krško,2003,94.4,97.4,90.2,69.2,69.3,69,30.8,30.7,31
krško,2004,91.9,94.3,88.8,66.5,66.6,66.2,33.5,33.4,33.8
krško,2005,90.9,92.7,88.4,64.8,64.7,65,35.2,35.3,35
krško,2006,89.3,90,88.3,63.2,62.6,63.9,36.8,37.4,36.1
krško,2007,87.8,91.8,82.3,59.9,62.1,56.8,40.1,37.9,43.2
krško,2008,88,91.5,83,59.8,62.1,56.4,40.2,37.9,43.6
krško,2009,89.6,93.8,83.6,59.9,62.6,56,40.1,37.4,44
krško,2010,87.3,89.7,84.1,57.8,59.5,55.5,42.2,40.5,44.5
krško,2011,88.3,92.4,82.8,58,60.4,54.9,42,39.6,45.1
krško,2012,87.8,91.6,82.9,57.3,59.6,54.3,42.7,40.4,45.7
krško,2013,86.8,89.8,82.9,56.1,58.1,53.4,43.9,41.9,46.6
krško,2014,86.5,89.3,82.7,55.1,56.7,53,44.9,43.3,47
krško,2015,85.9,87.8,83.2,54.7,56,53,45.3,44,47
krško,2016,87.6,90.1,84.2,54.4,55.9,52.4,45.6,44.1,47.6
krško,2017,89.4,92.3,85.6,53.5,55.2,51.2,46.5,44.8,48.8
krško,2018,88.9,91.1,85.9,52.9,54.7,50.5,47.1,45.3,49.5
krško,2019,89.4,91.8,86.1,52.7,54.5,50.3,47.3,45.5,49.7
krško,2020,94.2,98.4,88.8,52.9,55.3,49.7,47.1,44.7,50.3
krško,2021,94.2,97.8,89.6,52.6,55.2,49.2,47.4,44.8,50.8
krško,2022,95.4,98.8,90.9,53.2,56.2,49.3,46.8,43.8,50.7
krško,2023,95.7,99.7,90.6,52.7,55.6,49.1,47.3,44.4,50.9
krško,2024,96.2,100.4,90.8,52.7,55.3,49.3,47.3,44.7,50.7
kungota,2000,45.5,52.4,36.1,18.6,20,16.6,81.4,80,83.4
kungota,2001,43.5,49.3,35.3,17.8,18.7,16.6,82.2,81.3,83.4
kungota,2002,48.7,55.1,39.5,19.6,19.8,19.2,80.4,80.2,80.8
kungota,2003,48.1,56.7,35.8,18.8,20,17.1,81.2,80,82.9
kungota,2004,48.2,57.2,35.4,17.7,18.8,16,82.3,81.2,84
kungota,2005,49.9,59.7,36.2,18.6,20.2,16.3,81.4,79.8,83.7
kungota,2006,50.9,61.6,36,18.3,19.8,16.1,81.8,80.2,83.9
kungota,2007,51.9,64.7,34.6,18.3,19.8,16.3,81.7,80.2,83.7
kungota,2008,53.5,67.6,35.4,19.3,21.6,16.2,80.7,78.4,83.8
kungota,2009,53.1,67.5,35.3,19.7,22,16.8,80.3,78,83.2
kungota,2010,48.3,62.6,31.6,18,20.7,15,82,79.3,85
kungota,2011,49.6,65,32.2,19.2,22.8,15.1,80.8,77.2,84.9
kungota,2012,53,71.2,33.1,19.5,22.2,16.5,80.5,77.8,83.5
kungota,2013,54.7,72.6,35.8,20.5,23.4,17.5,79.5,76.6,82.5
kungota,2014,53.2,67.5,37.9,21.2,23.5,18.6,78.8,76.5,81.4
kungota,2015,51.6,64.5,37.8,19.9,21.5,18.1,80.1,78.5,81.9
kungota,2016,52.9,63.8,40.6,20.4,22.6,17.9,79.6,77.4,82.1
kungota,2017,51,62.7,38.2,19.8,21.9,17.5,80.2,78.1,82.5
kungota,2018,52.5,63.7,40.1,20.2,23,17.1,79.8,77,82.9
kungota,2019,49.8,60.1,37.6,19.6,22.1,16.7,80.4,77.9,83.3
kungota,2020,50.3,62.5,36.6,19.2,22.2,15.8,80.8,77.8,84.2
kungota,2021,50.3,59.8,38.9,20.3,23.2,16.9,79.7,76.8,83.1
kungota,2022,51.3,60.5,40.3,19.8,22.3,16.9,80.2,77.7,83.1
kungota,2023,52.4,61,42,19.5,22.2,16.2,80.5,77.8,83.8
kungota,2024,54.3,61.7,45.2,19.7,22.3,16.6,80.3,77.7,83.4
kuzma,2000,30.6,25.1,38,20.7,18.2,24.1,79.3,81.8,75.9
kuzma,2001,29.5,24.9,35.7,20.6,17.8,24.3,79.4,82.2,75.7
kuzma,2002,29.6,25.1,35.4,21.3,19.4,23.8,78.7,80.6,76.2
kuzma,2003,29.1,25.5,34.1,20.3,19.8,21,79.7,80.2,79
kuzma,2004,32.7,29.4,37.5,21.2,20.1,22.8,78.8,79.9,77.2
kuzma,2005,31.2,30.6,32.1,20.9,21.8,19.7,79.1,78.2,80.3
kuzma,2006,37.2,33,43.6,22.5,22,23.3,77.5,78,76.7
kuzma,2007,34.3,29.8,40.8,19.7,18.8,21.1,80.3,81.3,78.9
kuzma,2008,39.8,36.4,44.9,22.7,23.3,21.7,77.3,76.7,78.3
kuzma,2009,52.5,40.6,68.3,26.7,24.1,30.2,73.3,75.9,69.8
kuzma,2010,60,45.1,80.1,30.9,28.3,34.6,69.1,71.7,65.4
kuzma,2011,58.5,42.3,76.9,27.8,23.9,32.2,72.2,76.1,67.8
kuzma,2012,61.4,45.4,80,29,27,31.4,71,73,68.6
kuzma,2013,66.6,48.5,89.4,32.1,28.1,37.1,67.9,71.9,62.9
kuzma,2014,72.7,53.9,94,33.2,27,40.3,66.8,73,59.7
kuzma,2015,75.7,53.9,101.5,32.4,27.3,38.5,67.6,72.7,61.5
kuzma,2016,74.5,49.1,106,31.2,24.8,39.1,68.8,75.2,60.9
kuzma,2017,76.4,48.1,109.5,29.3,23.1,36.5,70.7,76.9,63.5
kuzma,2018,77.6,49.3,105.9,29.3,24.3,34.2,70.7,75.7,65.8
kuzma,2019,77.2,53.2,101.3,27.7,23.1,32.3,72.3,76.9,67.7
kuzma,2020,75.2,55.2,96.9,26.3,23,29.8,73.7,77,70.2
kuzma,2021,79.4,54.9,104.7,25.8,24.6,27.1,74.2,75.4,72.9
kuzma,2022,75.3,53.2,97.8,25,23.1,26.9,75,76.9,73.1
kuzma,2023,80.9,56.9,105,26,23.2,28.7,74,76.8,71.3
kuzma,2024,77.6,54.4,100.5,25.7,23.1,28.3,74.3,76.9,71.7
laško,2000,79.8,81.3,77.9,56.4,54.4,59,43.6,45.6,41
laško,2001,81.3,83.2,78.8,55.9,53.8,58.8,44.1,46.2,41.2
laško,2002,81.5,83.4,78.9,55.2,52.8,58.4,44.8,47.2,41.6
laško,2003,79.9,80.2,79.5,54.1,51.2,57.9,45.9,48.8,42.1
laško,2004,78.4,78.3,78.5,52,48.8,56.2,48,51.2,43.8
laško,2005,77.1,77.7,76.4,50.7,48,54.3,49.3,52,45.7
laško,2006,75.9,76.6,75,49.5,46.8,52.9,50.5,53.2,47.1
laško,2007,77.1,77.7,76.3,48.6,46.1,51.8,51.4,53.9,48.2
laško,2008,77.8,77,78.9,47.7,45,51.2,52.3,55,48.8
laško,2009,78.3,78.3,78.4,47.3,44.4,50.9,52.7,55.6,49.1
laško,2010,79.5,79.4,79.6,47.3,44.6,50.6,52.7,55.4,49.4
laško,2011,73.1,68.4,78.9,46.7,43.6,50.4,53.3,56.4,49.6
laško,2012,75,71.2,79.5,47,44.1,50.4,53,55.9,49.6
laško,2013,76.5,74,79.5,47.5,45.1,50.3,52.5,54.9,49.7
laško,2014,73,70.2,76.6,45.8,43.2,49.1,54.2,56.8,50.9
laško,2015,70.3,66.2,75.3,44,40.4,48.3,56,59.6,51.7
laško,2016,67.5,63.7,72.1,41.2,38,45,58.8,62,55
laško,2017,65.8,62.7,69.4,39.4,36.5,42.8,60.6,63.5,57.2
laško,2018,64.6,62.8,66.6,38,35.6,40.9,62,64.4,59.1
laško,2019,64,61.9,66.6,37.2,34.6,40.4,62.8,65.4,59.6
laško,2020,60.8,57.8,64.3,36.2,34.5,38.3,63.8,65.5,61.7
laško,2021,60.9,58.8,63.5,35.4,34,37,64.6,66,63
laško,2022,64.1,60.7,68.2,35.8,33.6,38.5,64.2,66.4,61.5
laško,2023,65,61.9,68.8,36.2,34.1,38.7,63.8,65.9,61.3
laško,2024,62,59.3,65.2,35.1,33.1,37.5,64.9,66.9,62.5
lenart,2000,104.5,90.6,121.5,50.9,43.6,59.9,49.1,56.4,40.1
lenart,2001,108.9,92.2,129,50.8,42.6,60.7,49.2,57.4,39.3
lenart,2002,103.4,84.4,126.5,49.5,41.6,59,50.5,58.4,41
lenart,2003,105.1,85.3,129.2,49,41,58.7,51,59,41.3
lenart,2004,101.6,82.3,125.4,47.1,39.2,56.9,52.9,60.8,43.1
lenart,2005,101.5,86.4,120.6,46.2,38.8,55.6,53.8,61.2,44.4
lenart,2006,106.5,94,122.1,46.1,39.5,54.4,53.9,60.5,45.6
lenart,2007,149.6,130.5,172.4,43.4,37.6,50.3,56.6,62.4,49.7
lenart,2008,147.8,132.3,166.3,42.7,37.7,48.6,57.3,62.3,51.4
lenart,2009,148.1,134.1,164.2,44.8,40.6,49.7,55.2,59.4,50.3
lenart,2010,153.7,131.1,179.3,43.8,39.2,49,56.3,60.8,51
lenart,2011,157.4,135,181.7,43.4,39.6,47.6,56.6,60.4,52.4
lenart,2012,153.1,130,178.1,42.1,37,47.7,57.9,63,52.3
lenart,2013,150.9,131.3,171.9,41.5,37.2,46.2,58.5,62.8,53.8
lenart,2014,138.7,129.4,148.8,39.6,36.5,43,60.4,63.5,57
lenart,2015,141.3,132.8,150.4,39.8,37.5,42.3,60.2,62.5,57.7
lenart,2016,134.1,126.6,142.2,38.2,35.8,40.7,61.8,64.2,59.3
lenart,2017,139.4,129.8,149.3,37.7,34.9,40.5,62.3,65.1,59.5
lenart,2018,134.1,122.8,145.9,35.6,32.5,38.8,64.4,67.5,61.2
lenart,2019,123.4,106.6,141.4,33.4,30.5,36.5,66.6,69.5,63.5
lenart,2020,127.4,110.2,145.2,33.6,31,36.4,66.4,69,63.6
lenart,2021,126.5,113.6,140.3,32.9,30.1,35.9,67.1,69.9,64.1
lenart,2022,134.8,122.6,147.7,33.7,31.4,36.2,66.3,68.6,63.8
lenart,2023,138.2,124.9,152.4,33.6,32.3,35.1,66.4,67.7,64.9
lenart,2024,131.4,119.6,143.6,33.1,31.1,35.2,66.9,68.9,64.8
lendava/lendva,2000,111.6,124.4,96.6,76.7,79,74,23.3,21,26
lendava/lendva,2001,110.9,125.7,93,75,78.5,70.9,25,21.5,29.1
lendava/lendva,2002,106.6,125.1,84.3,71.7,78,64.2,28.3,22,35.8
lendava/lendva,2003,107.8,125.7,86.3,71,76.5,64.4,29,23.5,35.6
lendava/lendva,2004,110.8,124.9,93.4,71.8,75.9,66.7,28.2,24.1,33.3
lendava/lendva,2005,105.1,117.9,89,67.3,69.9,64,32.7,30.1,36
lendava/lendva,2006,101.5,114.5,84.6,66.3,68.9,62.8,33.7,31.1,37.2
lendava/lendva,2007,100.1,113.2,82.4,64.9,67.7,61,35.1,32.3,39
lendava/lendva,2008,98.3,111.6,80.9,63.6,66.4,59.9,36.4,33.6,40.1
lendava/lendva,2009,101.2,111.3,87.9,65.4,66.1,64.4,34.6,33.9,35.6
lendava/lendva,2010,95.1,105,82.6,59.8,60.7,58.7,40.2,39.3,41.3
lendava/lendva,2011,94.6,104.6,82,58.4,59.4,57.2,41.6,40.6,42.8
lendava/lendva,2012,95.1,105.6,82.6,58.4,58.7,58.1,41.6,41.3,41.9
lendava/lendva,2013,93.9,104.1,81.7,57.5,57.9,57,42.5,42.1,43
lendava/lendva,2014,92,99.8,82.7,56.4,56.2,56.8,43.6,43.8,43.2
lendava/lendva,2015,90.9,99.1,81.2,55.3,54.5,56.1,44.7,45.5,43.9
lendava/lendva,2016,89.9,96.1,82.3,54.8,53.5,56.3,45.2,46.5,43.8
lendava/lendva,2017,90.5,97.1,82.4,54.2,53.4,55.3,45.8,46.6,44.7
lendava/lendva,2018,90.3,97.1,82.3,52.7,51.4,54.3,47.3,48.6,45.7
lendava/lendva,2019,88.7,94.5,81.6,52.1,50.2,54.4,47.9,49.8,45.6
lendava/lendva,2020,87.7,94.9,79.2,50.9,50.1,51.9,49.1,49.9,48.1
lendava/lendva,2021,88.6,97.6,78.3,50.4,49.5,51.5,49.6,50.5,48.5
lendava/lendva,2022,90.4,99.5,79.9,50.1,48.6,51.9,49.9,51.4,48.1
lendava/lendva,2023,92.1,100.9,81.9,49.9,48.1,52,50.1,51.9,48
lendava/lendva,2024,112.8,121.9,102.7,56,55.6,56.4,44,44.4,43.6
litija,2000,55.9,53.3,59.1,46.6,43.8,50,53.4,56.2,50
